Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-08-19 15:10:00,832.59,833.04,831.3,832.41,968.279,1755616499999.0,805837.91091,7621.0,488.487,406505.01994,0.0
2025-08-19 15:15:00,832.41,835.19,831.9,834.53,1211.85,1755616799999.0,1010915.53347,7663.0,667.052,556500.37294,0.0
2025-08-19 15:20:00,834.53,837.18,834.53,837.0,898.598,1755617099999.0,751430.75886,7602.0,465.761,389430.29005,0.0
2025-08-19 15:25:00,837.01,837.9,836.4,837.46,741.835,1755617399999.0,621060.27035,5799.0,410.329,343553.76165,0.0
2025-08-19 15:30:00,837.46,837.95,836.4,837.19,2386.379,1755617699999.0,1997975.82888,5157.0,1800.234,1507286.91486,0.0
2025-08-19 15:35:00,837.18,837.32,834.58,834.91,1567.524,1755617999999.0,1310527.49788,4298.0,1026.708,858384.74659,0.0
2025-08-19 15:40:00,834.92,836.54,834.82,835.9,588.879,1755618299999.0,492070.07389,4701.0,284.002,237315.8481,0.0
2025-08-19 15:45:00,835.9,836.2,832.83,833.32,1036.752,1755618599999.0,865105.09578,5398.0,283.997,236854.43667,0.0
2025-08-19 15:50:00,833.32,833.42,831.73,832.89,977.177,1755618899999.0,813509.8919,4629.0,573.642,477551.48985,0.0
2025-08-19 15:55:00,832.89,833.4,832.06,832.19,398.547,1755619199999.0,331874.82045,2384.0,210.626,175382.54955,0.0
2025-08-19 16:00:00,832.2,832.8,831.7,831.78,667.657,1755619499999.0,555587.71584,4536.0,272.244,226564.08112,0.0
2025-08-19 16:05:00,831.79,832.18,830.6,831.52,604.186,1755619799999.0,502162.47064,6914.0,309.653,257359.49297,0.0
2025-08-19 16:10:00,831.52,832.79,831.2,831.2,337.174,1755620099999.0,280582.06568,3838.0,153.19,127478.17272,0.0
2025-08-19 16:15:00,831.21,832.3,830.57,830.72,1556.164,1755620399999.0,1293309.86388,4918.0,1016.45,844765.41225,0.0
2025-08-19 16:20:00,830.71,832.1,830.0,831.63,951.86,1755620699999.0,790811.66646,5030.0,503.249,418186.51025,0.0
2025-08-19 16:25:00,831.63,831.9,830.01,830.2,391.651,1755620999999.0,325343.10875,3474.0,197.355,163944.4269,0.0
2025-08-19 16:30:00,830.21,831.4,829.94,830.9,791.804,1755621299999.0,657477.97933,4339.0,319.821,265619.90068,0.0
2025-08-19 16:35:00,830.9,831.4,828.28,828.34,1521.052,1755621599999.0,1261469.8524,8510.0,401.819,333383.5383,0.0
2025-08-19 16:40:00,828.34,830.03,827.71,829.6,951.616,1755621899999.0,788518.67207,6286.0,414.192,343277.29633,0.0
2025-08-19 16:45:00,829.6,829.85,827.43,827.43,795.105,1755622199999.0,658587.29946,5495.0,267.179,221259.74779,0.0
2025-08-19 16:50:00,827.44,828.65,826.56,827.33,1235.992,1755622499999.0,1022669.27964,7312.0,465.695,385379.37035,0.0
2025-08-19 16:55:00,827.34,828.6,827.28,827.62,478.391,1755622799999.0,395997.77276,4800.0,216.458,179178.39875,0.0
2025-08-19 17:00:00,827.62,829.16,827.13,827.8,951.831,1755623099999.0,788175.90752,7533.0,396.179,328087.64788,0.0
2025-08-19 17:05:00,827.8,828.09,825.45,827.11,990.212,1755623399999.0,818631.80869,10107.0,422.364,349198.70531,0.0
2025-08-19 17:10:00,827.11,830.8,827.11,830.8,1135.307,1755623699999.0,941852.12734,5874.0,652.713,541421.76587,0.0
2025-08-19 17:15:00,830.79,831.44,829.87,830.69,467.873,1755623999999.0,388626.62099,4489.0,299.517,248794.1284,0.0
2025-08-19 17:20:00,830.7,832.37,830.1,832.29,551.02,1755624299999.0,458185.75099,2892.0,434.148,361028.69247,0.0
2025-08-19 17:25:00,832.3,832.82,831.8,832.6,473.384,1755624599999.0,393960.92496,2721.0,283.89,236258.60339,0.0
2025-08-19 17:30:00,832.6,833.93,832.4,833.71,348.721,1755624899999.0,290610.7775,2670.0,199.723,166448.54755,0.0
2025-08-19 17:35:00,833.71,833.71,832.87,833.15,336.018,1755625199999.0,279999.46537,2435.0,136.515,113740.78382,0.0
2025-08-19 17:40:00,833.15,833.97,832.01,832.21,315.797,1755625499999.0,263100.39293,2337.0,196.003,163319.76421,0.0
2025-08-19 17:45:00,832.21,832.49,831.0,832.3,346.374,1755625799999.0,288146.87001,2595.0,140.019,116459.49957,0.0
2025-08-19 17:50:00,832.29,833.49,832.29,832.94,164.601,1755626099999.0,137081.19721,2247.0,103.025,85793.84757,0.0
2025-08-19 17:55:00,832.93,833.98,832.93,833.61,190.103,1755626399999.0,158458.53354,1978.0,127.87,106582.18655,0.0
2025-08-19 18:00:00,833.61,833.61,832.53,833.0,221.009,1755626699999.0,184074.81425,2296.0,106.8,88941.22958,0.0
2025-08-19 18:05:00,833.0,833.4,832.1,833.4,262.922,1755626999999.0,218990.98842,2153.0,90.25,75170.84362,0.0
2025-08-19 18:10:00,833.39,833.9,832.8,833.4,297.26,1755627299999.0,247754.14961,2074.0,196.11,163446.11238,0.0
2025-08-19 18:15:00,833.4,834.2,833.0,833.0,358.071,1755627599999.0,298513.46469,2693.0,114.172,95197.20871,0.0
2025-08-19 18:20:00,833.0,833.1,831.9,833.09,528.613,1755627899999.0,440172.21773,5043.0,225.748,187980.51209,0.0
2025-08-19 18:25:00,833.09,833.64,831.8,831.8,202.854,1755628199999.0,168993.37924,1820.0,72.073,60039.71497,0.0
2025-08-19 18:30:00,831.8,832.6,831.75,831.83,152.876,1755628499999.0,127224.07815,1879.0,39.293,32697.02203,0.0
2025-08-19 18:35:00,831.83,832.14,830.71,830.89,342.906,1755628799999.0,285083.15959,2132.0,116.695,97046.99579,0.0
2025-08-19 18:40:00,830.89,831.0,828.79,828.91,1529.106,1755629099999.0,1269080.98956,2942.0,271.569,225367.7813,0.0
2025-08-19 18:45:00,828.91,829.75,827.34,827.35,479.939,1755629399999.0,397804.79444,3926.0,269.057,223044.05415,0.0
