Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-08-19 15:10:00,4194.1,4196.41,4184.53,4186.51,4454.1483,1755616499999.0,18664809.37035,28471.0,2161.8649,9059623.950259,0.0
2025-08-19 15:15:00,4186.51,4200.01,4176.58,4191.72,14266.7091,1755616799999.0,59843381.48062,38615.0,7304.8743,30644259.425704,0.0
2025-08-19 15:20:00,4191.71,4213.5,4190.1,4210.11,13150.3383,1755617099999.0,55283726.281688,39709.0,6746.2068,28360843.859052,0.0
2025-08-19 15:25:00,4210.11,4228.2,4204.3,4226.26,5229.0045,1755617399999.0,22055148.55009,27851.0,3616.3961,15253761.912989,0.0
2025-08-19 15:30:00,4226.25,4232.93,4211.4,4216.28,3326.9893,1755617699999.0,14043817.098118,21285.0,1817.041,7671333.979529,0.0
2025-08-19 15:35:00,4216.28,4217.94,4204.51,4206.04,1899.0723,1755617999999.0,7994624.038437,18725.0,1005.2315,4231210.875246,0.0
2025-08-19 15:40:00,4206.05,4222.0,4203.59,4216.7,2066.6012,1755618299999.0,8705368.278086,20009.0,1223.6977,5155532.200738,0.0
2025-08-19 15:45:00,4216.71,4217.4,4196.14,4202.69,3800.0503,1755618599999.0,15974562.605409,24855.0,2146.8356,9024879.625904,0.0
2025-08-19 15:50:00,4202.7,4203.6,4192.82,4198.0,3228.3362,1755618899999.0,13555805.681604,23161.0,2001.5842,8404285.928497,0.0
2025-08-19 15:55:00,4198.01,4201.11,4188.17,4192.14,1362.7704,1755619199999.0,5716973.468245,13305.0,600.7693,2520468.263573,0.0
2025-08-19 16:00:00,4192.14,4202.98,4185.61,4199.05,2710.8256,1755619499999.0,11367314.698268,23088.0,1462.477,6134135.861122,0.0
2025-08-19 16:05:00,4199.05,4203.36,4190.5,4198.74,2546.1448,1755619799999.0,10685133.000477,25207.0,1201.2618,5042239.257763,0.0
2025-08-19 16:10:00,4198.74,4206.33,4185.0,4185.24,2180.1567,1755620099999.0,9154124.038386,23201.0,928.0125,3898314.171389,0.0
