Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-08-19 15:10:00,178.17,178.33,177.69,178.03,15755.53,1755616499999,2805212.73018,16324,6395.116,1138619.69052,0
2025-08-19 15:15:00,178.03,178.65,177.71,178.59,20195.708,1755616799999,3602358.20389,17092,12187.555,2173907.71601,0
2025-08-19 15:20:00,178.59,179.66,178.56,179.54,25608.758,1755617099999,4587285.84298,18356,15172.443,2718180.32609,0
2025-08-19 15:25:00,179.54,179.8,179.18,179.8,13037.624,1755617399999,2341408.35615,10068,7800.266,1400962.93593,0
2025-08-19 15:30:00,179.79,179.87,179.22,179.4,13416.85,1755617699999,2409289.04658,8966,8679.549,1558946.10699,0
2025-08-19 15:35:00,179.39,179.58,178.87,178.91,8333.683,1755617999999,1492833.82138,8383,2380.415,426518.24607,0
2025-08-19 15:40:00,178.91,179.47,178.68,179.14,9129.745,1755618299999,1634886.00215,9307,4001.218,716660.22821,0
2025-08-19 15:45:00,179.14,179.17,178.21,178.31,14768.038,1755618599999,2637416.23813,9318,5050.723,901678.60001,0
2025-08-19 15:50:00,178.31,178.32,177.74,177.96,22446.861,1755618899999,3995927.48389,13695,12327.059,2194228.46136,0
2025-08-19 15:55:00,177.96,178.36,177.83,177.98,8642.967,1755619199999,1538379.92773,7951,4676.653,832437.86862,0
2025-08-19 16:00:00,177.98,178.46,177.73,178.3,23116.332,1755619499999,4114635.92635,12262,9324.871,1660094.72425,0
2025-08-19 16:05:00,178.29,178.36,177.92,178.21,12937.96,1755619799999,2304212.91021,10840,8418.668,1499414.37671,0
2025-08-19 16:10:00,178.22,178.55,177.83,177.91,15194.242,1755620099999,2705718.97663,11999,6800.768,1211317.30496,0
2025-08-19 16:15:00,177.92,178.42,177.87,178.15,25945.363,1755620399999,4619066.12389,13114,8423.422,1499995.64087,0
2025-08-19 16:20:00,178.15,178.42,178.01,178.29,7226.443,1755620699999,1287943.47369,8797,4363.921,777739.18494,0
2025-08-19 16:25:00,178.29,178.41,177.86,177.9,6331.352,1755620999999,1127205.98064,5053,2221.512,395459.39101,0
2025-08-19 16:30:00,177.89,178.39,177.86,178.34,7794.341,1755621299999,1388101.58114,9934,5587.108,994935.27525,0
2025-08-19 16:35:00,178.34,178.5,177.26,177.42,29368.942,1755621599999,5221583.47503,24391,13724.802,2440642.81525,0
2025-08-19 16:40:00,177.42,178.02,177.13,177.95,21878.28,1755621899999,3885031.55816,19622,10147.521,1802588.85457,0
2025-08-19 16:45:00,177.95,178.01,177.17,177.17,14189.657,1755622199999,2518549.26487,15784,4658.086,826777.24595,0
2025-08-19 16:50:00,177.17,177.76,176.74,177.31,27950.424,1755622499999,4950681.88983,20640,10536.794,1866569.34392,0
2025-08-19 16:55:00,177.31,177.54,176.95,177.16,11129.395,1755622799999,1972241.8065,11356,6510.807,1153645.47616,0
2025-08-19 17:00:00,177.16,177.49,176.82,176.88,19566.769,1755623099999,3464705.70865,15900,8573.617,1518717.50737,0
