time,symbol,side,price,qty,stop_price,cash
2025-05-18 22:35:00,BTCUSDT,BUY,105011.37,0.019020797462217666,104322.045,8000.00338
2025-05-19 03:10:00,BTCUSDT,STOP_SELL,104166.44,0.019020797462217666,,9978.756410215368
2025-05-22 03:35:00,ETHUSDT,BUY,2613.64,0.7642215454308934,2590.313214285714,7978.759790215368
2025-05-22 20:05:00,ETHUSDT,SELL,2646.37,0.7642215454308934,,9998.543624534785
2025-06-03 14:15:00,BTCUSDT,BUY,105547.89,0.018924111130975713,105043.50964285714,7998.547004534785
2025-06-04 05:00:00,BTCUSDT,SELL,105384.49,0.018924111130975713,,9990.26220463567
2025-07-09 12:05:00,ETHUSDT,BUY,2633.33,0.7585072892497333,2622.621071428571,7990.26558463567
2025-07-09 18:05:00,BNBUSDT,BUY,663.67,3.0096282791146205,662.6664285714286,5990.26896463567
2025-07-10 04:00:00,ETHUSDT,SELL,2771.24,0.7585072892497333,,8089.542097433763
2025-07-10 10:15:00,BNBUSDT,SELL,669.8,3.0096282791146205,,10102.77051505698
2025-07-23 12:50:00,XRPUSDT,BUY,3.3751,404.1108206022792,2.8751,8737.08299568243
2025-07-23 18:35:00,XRPUSDT,SELL,3.2452,404.1108206022792,,10046.798584135422
